detail_id,order_id,product_id,quantity,discount,sales_amount
4557,6626,954,1,5,23562.85
4558,9404,725,1,21,58000.22
4559,5253,567,3,29,167381.79
4560,2250,274,1,23,33062.26
4561,8017,900,4,12,254633.28
4562,7878,351,3,6,210070.26
4563,8788,609,1,8,14448.6
4564,7486,478,3,13,163759.23
4565,4989,911,4,24,159575.68
4566,9592,139,1,1,11513.7
4567,4577,89,4,29,174384.52
4568,7199,559,3,12,174723.12
4569,5090,612,2,21,74294.76
4570,1809,844,5,11,104583.9
4571,6473,297,5,24,203714.2
4572,2978,342,1,4,67539.84
4573,2278,761,3,1,157228.83
4574,8461,300,4,27,104197.28
4575,6406,970,4,22,235953.12
4576,9551,73,5,7,335641.65
4577,3471,79,2,21,124973.26
4578,7477,168,3,18,119885.64
4579,4790,669,5,8,45921.8
4580,2440,959,5,17,267637.65
4581,6430,364,3,11,143760.81
4582,2261,332,3,11,63666.15
4583,8866,764,4,16,150931.2
4584,8740,57,3,15,77257.35
4585,383,657,5,22,39183.3
4586,1882,161,4,23,221818.52
4587,3160,426,3,0,206568.0
4588,8220,563,2,17,56468.22
4589,9416,220,1,21,10329.25
4590,5217,95,2,20,26942.4
4591,6575,990,1,23,8904.28
4592,4188,598,2,19,35631.9
4593,8392,689,4,0,19544.0
4594,7131,88,5,16,87389.4
4595,3121,805,5,9,359199.75
4596,5370,1,4,16,127008.0
4597,61,266,5,4,110380.8
4598,8065,594,2,6,27265.64
4599,6279,721,4,13,270709.2
4600,9006,580,3,18,28604.88
4601,6842,356,2,21,119891.98
4602,6377,636,3,7,152797.14
4603,5933,727,5,9,330775.9
4604,5112,14,2,29,58590.62
4605,6564,718,4,9,42227.64
4606,8395,619,5,21,101056.8
4607,1757,452,4,30,221116.0
4608,5150,951,1,0,39189.0
4609,6039,845,5,28,278222.4
4610,5301,356,4,17,251924.92
4611,7639,439,4,21,212415.2
4612,4533,119,2,4,59808.0
4613,6590,605,3,6,110840.1
4614,3600,48,3,14,90539.94
4615,1139,718,3,0,34803.0
4616,1872,839,4,14,82852.4
4617,3900,796,1,30,26317.9
4618,7012,939,1,24,14476.48
4619,7064,810,5,8,118689.2
4620,8565,826,3,14,59063.94
4621,1098,878,3,10,193900.5
4622,4003,645,5,25,55203.75
4623,4712,772,3,12,123496.56
4624,207,779,4,14,166681.76
4625,3422,249,5,8,94231.0
4626,3641,428,2,27,39060.84
4627,2629,248,5,0,234170.0
4628,6509,188,3,14,44644.32
4629,8175,326,2,14,20161.84
4630,9857,388,2,10,120697.2
4631,401,906,4,21,94310.2
4632,3428,400,2,0,71050.0
4633,2587,117,5,27,252339.1
4634,221,525,3,29,166793.91
4635,272,399,4,24,2061.12
4636,1920,306,3,22,141368.76
4637,2284,176,4,20,81491.2
4638,1196,239,3,6,71190.9
4639,2671,952,4,19,48872.16
4640,3034,841,4,17,173705.72
4641,2229,356,2,16,127480.08
4642,1902,514,4,12,55795.52
4643,3508,913,4,1,127698.12
4644,6019,155,3,18,147937.02
4645,7529,917,3,23,107627.52
4646,3289,830,2,29,32336.24
4647,5023,361,4,24,198806.88
4648,464,318,4,6,152528.16
4649,3600,353,3,20,34584.0
4650,4152,414,5,21,288278.9
4651,4643,915,4,22,246792.0
4652,8604,480,5,13,70678.8
4653,960,281,1,25,20772.0
4654,9422,378,5,16,209105.4
4655,1837,909,3,28,114680.88
4656,382,117,4,9,251647.76
4657,9807,389,5,8,337534.2
4658,8443,934,2,7,42456.36
4659,7649,307,2,23,1076.46
4660,3824,672,3,24,133747.08
4661,40,154,2,6,55040.76
4662,7496,744,1,0,78176.0
4663,1454,764,2,10,80856.0
4664,7431,11,2,18,120454.72
4665,8576,76,5,24,111237.4
4666,1663,364,3,30,113070.3
4667,3442,224,1,24,59317.24
4668,7207,565,1,27,15344.6
4669,2098,549,4,20,47395.2
4670,4702,36,5,25,73503.75
4671,9620,974,4,8,41028.32
4672,2127,827,2,21,21977.8
4673,1390,349,5,6,333836.3
4674,8804,960,5,29,77166.35
4675,4794,115,3,21,176285.34
4676,1632,869,3,20,100999.2
4677,6857,38,5,2,253575.0
4678,896,725,3,22,171798.12
4679,1075,59,4,6,263508.32
4680,2353,2,3,16,1403.64
4681,9646,777,5,1,228313.8
4682,2767,322,3,14,49525.68
4683,8239,953,1,3,49279.88
4684,8762,305,2,0,7694.0
4685,2774,315,4,26,8560.32
4686,4738,603,5,3,99657.8
4687,3152,826,4,16,76920.48
4688,5711,499,1,29,44582.32
4689,5554,513,3,27,99305.55
4690,1877,257,2,11,67686.28
4691,5485,980,4,7,249370.2
4692,9097,434,1,10,35794.8
4693,6146,336,5,29,276232.6
4694,4265,64,3,2,180921.72
4695,9509,14,4,5,156791.8
4696,9457,519,4,30,200830.0
4697,1737,971,4,21,84722.76
4698,7318,725,2,12,129215.68
4699,8299,318,5,13,176462.1
4700,3147,981,2,29,60810.08
4701,6495,718,2,16,19489.68
4702,7024,137,2,28,105121.44
4703,7410,731,4,26,5135.6
4704,7806,468,1,8,4799.64
4705,4833,115,3,11,198599.94
4706,6338,614,4,4,267329.28
4707,434,175,5,29,65032.45
4708,3900,168,2,28,70176.96
4709,6557,584,4,27,48647.2
4710,1571,392,2,14,115855.76
4711,2961,107,5,17,298152.6
4712,3291,943,4,6,114161.12
4713,4065,186,2,27,60210.4
4714,1289,9,3,30,141283.8
4715,8864,609,1,17,13035.15
4716,9677,742,3,6,67795.62
4717,361,522,3,3,133216.89
4718,9022,387,2,2,35679.84
4719,190,342,2,27,102716.84
4720,2506,907,1,5,3629.95
4721,3744,554,3,22,148543.2
4722,2370,637,4,4,55733.76
4723,3808,326,3,4,33759.36
4724,8023,263,3,25,70445.25
4725,6649,570,1,26,44001.14
4726,3252,180,2,29,100920.82
4727,5617,314,2,26,84389.6
4728,4963,525,4,5,297566.6
4729,3765,34,3,16,180404.28
4730,79,717,3,25,12012.75
4731,3625,65,2,25,31140.0
4732,5921,752,1,7,8622.96
4733,5772,773,1,27,40859.56
4734,6936,329,3,0,1797.0
4735,9392,757,1,4,12679.68
4736,8389,374,5,29,151858.35
4737,3974,40,1,11,3292.11
4738,5618,552,2,1,65145.96
4739,219,592,5,6,96979.8
4740,9774,957,2,11,17994.02
4741,1847,412,2,6,95808.56
4742,2176,84,2,1,75240.0
4743,2544,798,3,5,220370.55
4744,885,285,5,0,305990.0
4745,282,807,5,21,205877.95
4746,3492,639,1,22,58667.7
4747,2607,62,4,9,168331.8
4748,8952,535,2,1,144595.44
4749,1919,393,1,7,18754.38
4750,1888,853,5,9,90881.7
4751,5644,969,4,8,80772.32
4752,8346,350,4,18,7845.76
4753,9117,400,3,30,74602.5
4754,7066,697,5,9,170524.9
4755,4418,986,3,12,130249.68
4756,7367,427,4,19,118344.24
4757,6155,117,2,18,113379.76
4758,3889,964,4,2,42061.6
4759,4132,199,4,14,129378.4
4760,3560,741,2,20,66345.6
4761,8884,159,2,28,110177.28
4762,497,95,5,22,65672.1
4763,8131,947,4,13,187481.52
4764,6277,210,4,6,96402.64
4765,670,247,2,5,96029.8
4766,7843,769,2,10,12259.8
4767,4985,173,4,28,156052.8
4768,7123,797,5,13,248458.95
4769,7251,655,4,5,249333.2
4770,6738,542,2,2,131245.52
4771,8077,836,5,3,133253.75
4772,3624,273,3,25,64950.75
4773,2822,889,3,21,45011.04
4774,6786,472,3,0,86757.0
4775,2817,658,3,0,145056.0
4776,6678,369,4,24,146844.16
4777,8800,823,1,7,53079.75
4778,9626,168,5,9,221739.7
4779,8056,288,3,0,64944.0
4780,203,224,2,22,121756.44
4781,8614,344,4,16,64327.2
4782,305,128,2,13,32922.54
4783,8916,991,2,11,40763.78
4784,7703,604,2,3,29602.46
4785,1819,755,3,6,48261.48
4786,6515,884,5,4,288326.4
4787,2503,72,2,28,6600.96
4788,2903,981,5,14,184143.2
4789,9694,870,2,1,112000.68
4790,5214,738,2,0,80398.0
4791,7840,747,5,5,133489.25
4792,32,929,4,25,175023.0
4793,3102,816,3,7,162386.37
4794,1844,197,1,13,15976.68
4795,3532,710,2,6,61786.2
4796,6037,699,5,28,4989.6
4797,4281,803,4,2,253682.8
4798,827,67,4,9,177854.04
4799,588,894,3,7,174846.51
4800,6858,73,3,0,216543.0
4801,2932,743,5,13,232337.85
4802,407,805,1,6,74208.3
4803,6171,973,2,8,120910.08
4804,4034,584,2,29,23657.2
4805,5960,252,5,20,78476.0
4806,9318,336,2,27,113605.52
4807,5133,870,1,21,44687.14
4808,9439,521,2,22,38663.04
4809,2653,104,5,5,182670.75
4810,9509,322,5,30,67186.0
4811,6920,953,2,12,89415.04
4812,6528,92,4,2,230809.6
4813,3649,478,2,26,92859.64
4814,2482,953,2,19,82302.48
4815,7565,747,3,13,73348.83
4816,7805,853,3,23,46139.94
4817,2518,130,3,25,44106.75
4818,646,179,5,8,246219.6
4819,9830,378,4,10,179233.2
4820,4964,725,5,22,286330.2
4821,5169,905,5,25,182415.0
4822,2109,772,5,11,208166.55
4823,9232,667,1,5,30086.5
4824,3706,638,1,0,75194.0
4825,9816,166,5,11,263061.75
4826,3276,60,4,3,281416.4
4827,5897,788,5,16,266179.2
4828,3103,477,2,7,73687.62
4829,6291,803,1,25,48536.25
4830,3269,687,5,21,227583.2
4831,6159,615,5,29,87333.55
4832,5341,672,2,18,96204.04
4833,3230,514,1,30,11095.7
4834,8089,591,2,1,79671.24
4835,3004,407,3,29,4445.31
4836,809,638,1,23,57899.38
4837,8086,323,1,26,19763.18
4838,5011,247,2,30,70758.8
4839,7512,60,2,22,113146.8
4840,5813,944,1,27,52787.76
4841,9969,214,4,20,24163.2
4842,2199,395,2,3,132073.26
4843,9308,943,2,27,44328.52
4844,4682,144,5,30,13902.0
4845,970,83,3,15,141940.65
4846,8379,225,4,15,253582.2
4847,2549,11,2,14,126330.56
4848,9377,896,5,10,210856.5
4849,7083,525,4,13,272508.36
4850,1353,624,3,14,28521.9
4851,2607,526,1,28,4818.96
4852,1975,659,5,7,97422.15
4853,1835,89,3,12,162103.92
4854,7928,124,1,0,53834.0
4855,8204,23,3,12,132380.16
4856,8442,326,5,27,42785.3
4857,60,453,1,18,60037.94
4858,4877,156,5,0,398860.0
4859,8722,461,5,15,90406.0
4860,7628,269,4,11,199630.56
4861,723,440,2,13,31434.84
4862,6980,489,2,16,110112.24
4863,1987,438,5,1,316413.9
4864,2692,575,4,10,68374.8
4865,6442,753,5,26,6645.2
4866,6241,296,3,27,36997.86
4867,5393,285,1,8,56302.16
4868,4208,729,3,20,137467.2
4869,4956,594,2,4,27845.76
4870,4952,697,2,12,65961.28
4871,1941,852,5,28,34297.2
4872,6255,841,2,21,82667.18
4873,2990,589,1,18,54825.2
4874,8204,163,5,4,149625.6
4875,2533,845,3,12,204029.76
4876,2230,368,5,0,239095.0
4877,9447,406,1,19,17700.12
4878,6173,902,5,7,40924.65
4879,9857,757,2,8,24302.72
4880,9421,338,3,20,11944.8
4881,9879,293,1,2,19367.74
4882,7112,498,1,11,67693.4
4883,6060,348,4,14,61603.52
4884,5282,835,2,12,135072.96
4885,1763,520,3,4,175999.68
4886,3962,290,4,26,128647.52
4887,5542,214,5,23,29071.35
4888,2837,243,3,10,165175.2
4889,6014,366,1,13,26357.52
4890,7092,419,5,17,9835.5
4891,5564,680,3,29,16109.19
4892,2468,670,1,17,9476.11
4893,4237,71,4,0,209420.0
4894,751,364,1,26,39843.82
4895,9002,337,4,16,86936.64
4896,2999,799,4,26,114563.84
4897,7393,748,3,27,30204.48
4898,5072,435,2,16,59004.96
4899,5092,251,2,6,21924.56
4900,6327,276,4,10,134146.8
4901,1627,1000,5,8,219019.8
4902,3801,593,1,17,22742.83
4903,5595,738,2,21,63514.42
4904,5424,753,5,10,8082.0
4905,672,220,2,8,24058.0
4906,8783,789,4,29,170229.6
4907,1852,45,1,25,7906.5
4908,5104,185,5,3,5470.8
4909,3241,583,2,19,116489.34
4910,9050,261,3,30,167084.4
4911,3180,100,2,20,93275.2
4912,9572,453,1,28,52716.24
4913,9931,132,5,13,187271.85
4914,8676,344,2,15,32546.5
4915,6299,509,1,27,37382.57
4916,2653,221,1,0,68938.0
4917,8975,894,5,5,297677.75
4918,9356,945,1,10,26084.7
4919,3627,783,3,10,176372.1
4920,7117,522,2,17,75993.14
4921,6562,318,3,0,121698.0
4922,3763,113,3,29,98840.52
4923,2195,652,3,13,79813.8
4924,9306,578,5,29,167932.75
4925,5921,843,5,11,105776.5
4926,5402,703,4,8,43133.28
4927,4653,229,3,8,128552.52
4928,1254,932,3,8,205564.8
4929,5069,903,5,3,58379.45
4930,453,114,4,6,128592.0
4931,8944,656,2,19,109745.28
4932,5208,346,1,21,10837.22
4933,9627,757,4,24,40152.32
4934,5801,177,2,14,45103.56
4935,7374,602,5,16,24851.4
4936,795,28,3,30,120027.6
4937,334,543,2,25,19641.0
4938,6920,52,5,1,55702.35
4939,4413,499,2,27,91676.32
4940,6680,157,4,25,110559.0
4941,308,415,5,4,122572.8
4942,2900,295,2,3,127413.38
4943,4492,548,5,25,259683.75
4944,5422,605,3,17,97869.45
4945,4404,23,1,10,45129.6
4946,5498,732,5,21,67620.05
4947,1338,832,5,2,7144.2
4948,9176,391,4,2,140042.0
4949,9777,603,1,29,14589.08
4950,9684,148,1,2,66500.84
4951,8673,840,1,30,36241.1
4952,8835,784,2,2,79042.88
4953,3834,178,5,30,79310.0
4954,8967,108,4,19,250341.84
4955,8771,157,2,13,64124.22
4956,7561,965,5,19,160566.3
4957,2306,918,5,22,24737.7
4958,845,241,4,28,192389.76
4959,9310,258,1,29,53012.15
4960,2930,485,3,6,191965.86
4961,1285,424,5,12,55132.0
4962,7510,888,2,27,29021.88
4963,6423,393,1,8,18552.72
4964,314,403,2,12,492.8
4965,2271,40,5,7,17200.35
4966,8542,297,3,3,156002.19
4967,5692,301,1,28,25087.68
4968,5229,598,4,8,80941.6
4969,1762,653,2,17,67684.84
4970,5938,699,4,5,5266.8
4971,7952,256,3,24,169000.44
4972,9743,85,5,15,89713.25
4973,6193,112,3,24,57412.68
4974,2489,288,1,19,17534.88
4975,4847,540,2,16,73958.64
4976,3284,100,2,2,114262.12
4977,8406,576,2,18,36575.28
4978,5677,386,3,15,109293.0
4979,1456,881,2,5,22266.1
4980,7690,326,4,28,33759.36
4981,8276,921,2,18,84492.8
4982,5123,242,2,24,12407.76
4983,6048,116,1,0,16622.0
4984,9034,251,1,23,8979.74
4985,158,459,1,12,63697.04
4986,195,204,1,15,23367.35
4987,9683,460,3,10,156240.9
4988,6222,743,2,14,91866.92
4989,1140,945,4,18,95064.24
4990,9131,432,3,27,56639.97
4991,3924,968,1,4,71841.6
4992,282,622,4,19,69877.08
4993,4805,224,3,29,166244.37
4994,8987,815,5,6,258020.6
4995,3422,933,1,22,62100.48
4996,9670,922,5,27,120271.15
4997,5031,671,4,3,227554.24
4998,3075,549,1,4,14218.56
4999,8608,455,1,28,34693.92
5000,4401,653,4,24,123952.96
5001,6051,665,3,8,111813.12
5002,3177,191,2,30,21235.2
5003,7898,260,3,10,59775.3
5004,9592,488,2,2,21712.88
5005,4473,906,4,13,103860.6
5006,9377,166,2,30,82761.0
5007,9773,339,4,23,105440.72
5008,2413,866,2,30,66117.8
5009,2543,917,1,12,41000.96
5010,7582,289,5,16,238774.2
5011,7512,349,1,14,61084.94
5012,3088,514,1,2,15533.98
5013,6669,141,4,0,150328.0
5014,3837,859,1,29,39490.2
5015,2986,869,4,17,139715.56
5016,4853,911,4,20,167974.4
5017,6133,814,3,27,61503.96
5018,1690,824,4,1,156447.72
5019,7124,500,1,27,9614.83
5020,6779,599,3,30,74508.0
5021,8718,801,2,25,6649.5
5022,7085,699,4,30,3880.8
5023,623,218,2,15,83373.1
5024,4866,19,3,30,137705.4
5025,2301,493,4,30,44956.8
5026,3183,607,5,19,245640.6
5027,525,872,2,18,105663.56
5028,5580,940,2,9,8584.94
5029,3634,387,5,28,65534.4
5030,7946,49,5,27,113872.7
5031,9851,449,2,18,1167.68
5032,5049,53,4,27,55360.28
5033,4631,315,5,9,13158.6
5034,4376,207,3,13,187322.31
5035,4654,483,1,5,36841.95
5036,8607,209,1,2,11960.9
5037,2012,370,5,16,13490.4
5038,786,461,1,24,16166.72
5039,7849,548,1,17,57476.67
5040,3210,774,4,22,27440.4
5041,8966,217,2,21,73536.36
5042,9089,602,5,1,29289.15
5043,2627,167,5,6,348246.5
5044,2580,157,4,8,135619.04
5045,4772,739,2,16,98957.04
5046,3700,875,4,0,184420.0
5047,8095,592,1,23,15888.18
5048,2746,903,3,19,29249.91
5049,1450,249,1,14,17617.1
5050,3143,10,3,26,28469.28
5051,186,913,4,26,95451.12
5052,5892,860,2,0,70546.0
5053,6639,525,1,30,54814.9
5054,7505,757,4,7,49133.76
5055,9994,74,3,3,98308.53
5056,8768,377,4,5,293508.2
5057,8151,474,1,17,56269.85
5058,6584,916,4,16,180996.48
5059,6514,147,1,4,73699.2
5060,2607,546,3,28,129258.72
5061,9312,391,4,26,105746.0
5062,8783,857,5,11,11583.35
5063,724,945,3,20,69559.2
5064,6926,847,3,4,141088.32
5065,2301,856,1,16,38132.64
5066,4120,890,4,8,36005.12
5067,8794,548,1,17,57476.67
5068,2750,406,1,16,18355.68
5069,4705,762,1,5,32395.0
5070,6247,409,3,1,25016.31
5071,4040,194,1,2,666.4
5072,7107,321,3,21,39173.73
5073,7925,584,3,10,44982.0
5074,1880,918,2,15,10783.1
5075,2898,673,1,5,50006.1
5076,9888,923,5,0,1475.0
5077,6273,113,5,4,222739.2
5078,9253,433,4,24,161047.04
5079,5481,159,1,30,53558.4
5080,5488,590,2,26,37636.4
5081,5736,875,4,19,149380.2
5082,6610,904,5,2,362379.5
5083,3115,614,4,16,233913.12
5084,7176,342,5,29,249756.7
5085,287,666,4,7,230007.6
5086,4676,961,3,2,86468.34
5087,1897,708,5,11,326518.75
5088,592,127,3,4,98801.28
5089,8345,819,4,18,173767.84
5090,1255,149,5,9,151392.15
5091,7202,646,2,16,107009.28
5092,3347,431,2,22,2205.84
5093,7713,689,4,18,16026.08
5094,7544,17,5,13,79674.6
5095,8945,379,2,21,34815.3
5096,584,69,1,29,15803.89
5097,8899,201,2,24,97918.4
5098,9956,542,4,17,222313.84
5099,4943,388,3,27,146848.26
5100,754,117,1,5,65677.3
5101,2349,315,2,8,5321.28
5102,9363,177,1,6,24649.62
5103,6622,746,2,5,4696.8
5104,2957,210,3,21,60764.43
5105,7183,938,2,16,84102.48
5106,8967,196,3,12,85831.68
5107,7707,299,3,7,69504.48
5108,4538,179,4,7,199116.72
5109,6479,69,2,10,40066.2
5110,5928,476,4,7,286960.8
5111,2775,363,2,1,101013.66
5112,857,148,4,5,257860.4
5113,4615,211,2,8,111814.96
5114,3954,434,2,1,78748.56
5115,6990,272,3,23,140140.77
5116,4294,302,1,9,51603.37
5117,1038,56,2,15,21386.0
5118,3210,978,2,23,82568.64
5119,8341,941,4,7,223947.72
5120,5381,57,5,16,127247.4
5121,1075,620,5,25,82770.0
5122,967,787,4,3,85852.76
5123,3110,14,3,8,113880.36
5124,3568,143,5,9,266702.8
5125,4704,36,1,29,13916.71
5126,5557,628,5,18,306409.4
5127,1927,762,3,17,84909.0
5128,7448,517,4,12,208824.0
5129,7684,46,5,23,213424.75
5130,9195,264,2,13,112426.62
5131,8541,827,4,20,44512.0
5132,2653,735,4,26,189703.44
5133,2815,189,1,28,21678.48
5134,2346,721,2,28,112017.6
5135,6399,528,1,15,41564.15
5136,1648,813,1,25,19982.25
5137,4840,891,1,30,8126.3
5138,7311,360,4,7,180349.32
5139,7473,704,4,11,180915.64
5140,4184,571,4,5,204147.4
5141,8541,88,2,14,35788.04
5142,2575,150,2,18,127708.44
5143,9523,81,3,4,221379.84
5144,4855,424,4,5,47614.0
5145,1580,422,3,19,101707.65
5146,2232,703,5,21,46297.95
5147,4874,881,1,14,10078.34
5148,1960,313,3,25,128178.0
5149,1338,263,2,5,59487.1
5150,1492,478,3,6,176935.26
5151,8703,627,2,29,74967.48
5152,149,402,3,10,64125.0
5153,5642,85,3,5,60160.65
5154,5480,591,4,17,133590.16
5155,3679,951,3,1,116391.33
5156,1829,553,4,17,203247.08
5157,7359,712,5,0,302685.0
5158,2874,679,4,1,151180.92
5159,2710,177,3,17,65295.27
5160,79,355,1,2,75790.26
5161,7761,926,1,3,70528.7
5162,7828,713,3,18,39399.36
5163,7780,808,2,12,94865.76
5164,2459,122,2,27,14506.56
5165,1810,834,1,16,62284.32
5166,5653,107,2,17,119261.04
5167,1672,465,2,15,112761.0
5168,4722,459,1,2,70935.34
5169,4158,681,5,11,212202.7
5170,5914,641,5,25,247222.5
5171,524,441,3,0,15018.0
5172,8845,808,3,10,145532.7
5173,5020,504,2,30,75604.2
5174,3383,10,1,6,12054.56
5175,6301,594,5,13,63088.05
5176,5741,834,2,4,142364.16
5177,7168,932,5,20,297920.0
5178,5009,655,4,25,196842.0
5179,3083,888,5,2,97402.2
5180,2468,498,4,17,252519.2
5181,1864,837,4,28,6451.2
5182,9055,383,2,14,73634.92
5183,8495,340,4,2,245101.92
5184,8231,912,3,30,5021.1
5185,7766,951,1,16,32918.76
5186,2278,460,1,5,54973.65
5187,8830,993,2,13,91765.86
5188,227,271,5,24,10845.2
5189,2754,800,5,6,160881.0
5190,119,679,4,3,148126.76
5191,5740,582,2,17,56856.66
5192,8205,21,5,13,275568.15
5193,7725,844,4,14,80846.88
5194,8658,565,4,15,71468.0
5195,3491,13,1,29,39762.13
5196,7271,328,1,25,52551.75
5197,1132,243,2,21,96658.08
5198,5528,284,2,10,36979.2
5199,2851,77,2,0,11510.0
5200,5525,762,2,24,51832.0
5201,4961,303,2,3,121094.8
5202,7919,907,2,19,6190.02
5203,6368,314,5,11,253739.0
5204,5920,697,5,16,157407.6
5205,5073,110,5,8,284523.8
5206,7664,594,5,17,60187.45
5207,6387,963,2,9,30525.04
5208,9249,64,3,9,167998.74
5209,3920,80,3,24,130317.96
5210,9707,619,5,19,103615.2
5211,7234,666,1,9,56265.3
5212,5035,969,3,23,50702.19
5213,1395,328,1,8,64463.48
5214,1420,120,2,6,136234.2
5215,4581,316,2,11,88620.86
5216,3580,277,2,17,33849.06
5217,7152,795,2,21,44472.26
5218,6722,689,2,17,8110.76
5219,4292,954,2,29,35220.26
5220,2397,627,1,14,45402.84
5221,7853,522,4,9,166635.56
5222,5240,337,4,17,85901.68
5223,1512,850,2,30,29078.0
5224,8418,40,1,3,3588.03
5225,9794,356,1,18,62222.42
5226,1590,469,4,6,295197.6
5227,6937,324,5,25,210232.5
5228,3955,106,2,29,729.88
5229,6473,653,4,0,163096.0
5230,7561,613,1,5,6071.45
5231,2680,6,2,1,88080.3
5232,3319,236,2,25,74134.5
5233,1657,898,3,28,153988.56
5234,3513,527,1,21,6383.2
5235,4378,486,4,8,262678.4
5236,7570,347,1,22,9060.48
5237,1699,883,2,23,2633.4
5238,5030,579,5,4,132489.6
5239,4537,872,5,10,289930.5
5240,2688,438,5,20,255688.0
5241,2801,592,5,16,86662.8
5242,368,409,4,1,33355.08
5243,6087,192,4,27,224413.68
5244,9594,752,4,13,32266.56
5245,6777,107,5,15,305337.0
5246,9587,684,5,22,168854.4
5247,3362,447,2,28,12404.16
5248,8834,277,1,8,18759.72
5249,795,823,3,4,164376.0
5250,7527,675,1,28,40341.6
5251,9220,266,5,26,85085.2
5252,7956,473,3,17,190781.31
5253,5840,936,4,20,103027.2
5254,5951,712,4,14,208247.28
5255,2922,592,4,2,80885.28
5256,9606,956,5,3,75092.55
5257,7747,49,4,7,116056.56
5258,1816,202,2,4,98378.88
5259,2866,367,2,3,37151.0
5260,6556,647,1,29,49247.02
5261,2773,466,3,17,108222.87
5262,5103,518,1,30,36944.6
5263,6696,379,3,22,51561.9
5264,7591,636,3,13,142939.26
5265,3153,230,5,28,182116.8
5266,4767,510,2,10,84004.2
5267,7206,823,4,8,210036.0
5268,2267,407,3,20,5008.8
5269,8784,391,2,27,52158.5
5270,1561,570,2,2,116543.56
5271,8212,975,4,28,188472.96
5272,9692,324,1,11,49895.18
5273,9924,700,5,29,29809.35
5274,4883,786,4,9,182087.36
5275,5129,879,4,13,68437.68
5276,513,638,4,2,294760.48
5277,4202,537,5,22,161920.2
5278,5626,989,4,24,142898.24
5279,3976,72,1,28,3300.48
5280,2001,747,4,11,100046.68
5281,8407,133,5,9,305136.65
5282,2641,970,4,22,235953.12
5283,3989,303,4,29,177272.8
5284,580,985,2,2,155284.92
5285,1287,564,1,10,16650.0
5286,6986,200,5,2,92512.0
5287,280,604,5,4,73243.2
5288,6374,370,3,15,8190.6
5289,7665,940,5,8,21698.2
5290,4464,595,4,27,207331.68
5291,5045,458,3,23,63427.98
5292,9562,759,4,21,200290.28
5293,4301,624,4,16,37144.8
5294,640,209,1,25,9153.75
5295,7030,824,5,21,156052.65
5296,6712,258,1,28,53758.8
5297,92,543,3,20,31425.6
5298,5714,413,3,11,24879.06
5299,1399,329,4,5,2276.2
5300,7011,100,5,15,247762.25
5301,9139,602,5,29,21005.35
5302,5815,845,5,4,370963.2
5303,3828,786,1,8,46022.08
5304,325,40,2,27,5400.54
5305,421,263,5,27,114277.85
5306,9706,527,3,1,23997.6
5307,2447,444,5,12,85747.2
5308,8467,663,5,21,54648.25
5309,1583,973,2,7,122224.32
5310,2132,949,4,19,18231.48
5311,387,538,2,22,7054.32
5312,3982,385,1,8,40997.96
5313,9814,418,3,8,102164.16
5314,627,306,2,4,115994.88
5315,4879,743,3,18,131391.06
5316,4823,17,2,4,35166.72
5317,4189,326,3,17,29187.78
5318,2842,964,3,20,25752.0
5319,5301,691,5,20,74292.0
5320,4652,761,1,30,37057.3
5321,6734,698,4,13,124956.36
5322,8439,430,4,29,22612.08
5323,1309,64,4,25,184614.0
5324,7324,698,2,28,51706.08
5325,723,66,4,25,130623.0
5326,7637,710,5,27,119957.25
5327,6365,320,1,6,19454.24
5328,7141,71,5,7,243450.75
5329,6611,623,1,10,33397.2
5330,6103,625,1,3,75906.38
5331,6897,690,2,9,116376.26
5332,3280,411,4,9,103805.52
5333,1775,652,3,2,89905.2
5334,1911,734,5,14,195705.9
5335,7653,505,3,6,96159.18
5336,4993,10,3,30,26930.4
5337,4561,879,1,6,18486.04
5338,9073,785,3,15,5003.1
5339,2781,641,3,8,181955.76
5340,7056,410,2,30,24257.8
5341,6130,930,4,3,177692.36
5342,6019,487,2,6,23921.12
5343,5326,389,1,25,55032.75
5344,3118,618,3,6,83739.9
5345,9306,46,5,4,266088.0
5346,8239,823,3,7,159239.25
5347,1295,934,3,19,55467.18
5348,9715,450,1,26,41477.0
5349,3738,758,4,4,301532.16
5350,8579,10,4,6,48218.24
5351,5628,112,2,25,37771.5
5352,2268,595,3,15,181060.2
5353,2637,566,5,24,74020.2
5354,5728,140,5,7,219740.4
5355,9768,669,3,10,26954.1
5356,705,847,5,3,237596.65
5357,9070,588,1,7,67551.48
5358,1834,770,3,30,105071.4
5359,9176,440,4,0,72264.0
5360,4002,725,2,8,135089.12
5361,6583,744,4,13,272052.48
5362,7805,386,1,30,30002.0
5363,7211,769,3,10,18389.7
5364,7960,164,2,17,100161.08
5365,2114,979,4,5,251484.0
5366,8012,168,2,25,73101.0
5367,78,828,5,5,180561.75
5368,2941,951,1,27,28607.97
5369,9820,875,2,22,71923.8
5370,6344,691,2,30,26002.2
5371,6375,30,1,28,29401.2
5372,566,198,1,1,63963.9
5373,1912,939,5,0,95240.0
5374,4567,829,4,5,174575.8
5375,4032,845,4,6,290587.84
5376,2090,285,5,24,232552.4
5377,9328,957,1,20,8087.2
5378,4828,955,3,22,119845.44
5379,1856,613,4,4,24541.44
5380,7341,634,3,3,11095.83
5381,4432,393,3,1,59893.02
5382,8856,531,3,26,34083.66
