order_id,customer_id,order_date,order_status,total_amount,payment_status
1639,569,2024-10-17,Confirmed,15592,Failed
1640,720,2025-05-27,Confirmed,24760,Pending
1641,142,2025-09-03,Cancelled,47686,Refunded
1642,373,2026-05-26,Shipped,42314,Paid
1643,232,2025-10-15,Pending,44082,Pending
1644,990,2025-08-01,Confirmed,37839,Refunded
1645,464,2025-08-30,Pending,14976,Refunded
1646,445,2026-06-05,Cancelled,33057,Paid
1647,820,2026-06-06,Cancelled,37501,Failed
1648,288,2024-12-19,Pending,29319,Refunded
1649,219,2025-09-25,Cancelled,22888,Refunded
1650,10,2025-06-27,Confirmed,16687,Pending
1651,2,2025-07-02,Delivered,8552,Failed
1652,612,2025-12-06,Returned,44226,Failed
1653,69,2025-08-16,Delivered,31919,Pending
1654,17,2025-01-30,Returned,31354,Pending
1655,179,2025-12-29,Confirmed,4806,Refunded
1656,457,2026-01-31,Pending,19445,Paid
1657,135,2024-09-29,Confirmed,22124,Paid
1658,989,2025-10-28,Confirmed,20811,Pending
1659,750,2025-11-13,Returned,24354,Pending
1660,866,2026-04-03,Pending,4675,Failed
1661,1000,2026-06-28,Confirmed,15295,Pending
1662,126,2025-02-26,Confirmed,681,Failed
1663,884,2025-03-13,Shipped,22112,Paid
1664,60,2024-07-18,Cancelled,36226,Refunded
1665,207,2025-01-09,Returned,34660,Pending
1666,301,2024-12-28,Pending,42735,Refunded
1667,212,2024-12-22,Delivered,39201,Failed
1668,592,2024-09-18,Pending,36878,Paid
1669,295,2025-04-03,Confirmed,18938,Failed
1670,280,2025-06-08,Cancelled,4595,Pending
1671,505,2025-07-23,Pending,36686,Pending
1672,993,2025-12-21,Delivered,14684,Pending
1673,58,2025-09-30,Confirmed,18688,Failed
1674,18,2026-01-05,Pending,39972,Refunded
1675,477,2025-09-29,Confirmed,33354,Refunded
1676,331,2025-04-10,Delivered,10542,Paid
1677,997,2026-04-07,Returned,32850,Pending
1678,830,2025-05-23,Shipped,22620,Pending
1679,941,2024-08-20,Delivered,4076,Pending
1680,248,2024-08-23,Shipped,28319,Refunded
1681,192,2025-03-15,Returned,30391,Refunded
1682,523,2025-04-08,Delivered,17978,Refunded
1683,55,2026-07-02,Confirmed,5429,Refunded
1684,17,2024-12-02,Cancelled,49516,Refunded
1685,594,2026-07-06,Shipped,48931,Paid
1686,351,2025-02-03,Cancelled,5546,Pending
1687,171,2026-01-17,Shipped,42103,Refunded
1688,195,2025-03-23,Cancelled,3748,Pending
1689,531,2025-08-22,Confirmed,6227,Pending
1690,105,2024-08-29,Cancelled,26856,Pending
1691,519,2025-08-03,Shipped,20989,Pending
1692,990,2024-11-10,Cancelled,26281,Refunded
1693,788,2025-09-12,Pending,22209,Paid
1694,992,2026-05-12,Pending,44034,Paid
1695,213,2025-09-05,Shipped,15661,Failed
1696,309,2025-06-07,Pending,40186,Refunded
1697,884,2025-12-22,Returned,15566,Failed
1698,979,2025-08-01,Returned,40484,Paid
1699,882,2024-12-03,Confirmed,6156,Refunded
1700,728,2025-04-27,Cancelled,33141,Paid
1701,45,2024-12-10,Shipped,21541,Refunded
1702,679,2025-12-29,Cancelled,37149,Failed
1703,512,2024-08-10,Pending,25833,Paid
1704,274,2025-10-12,Pending,10808,Failed
1705,258,2025-04-18,Confirmed,37143,Pending
1706,348,2024-09-19,Cancelled,6573,Failed
1707,694,2026-06-24,Shipped,12222,Pending
1708,49,2025-05-14,Pending,20067,Refunded
1709,805,2024-10-20,Returned,6906,Paid
1710,179,2025-09-17,Confirmed,46859,Failed
1711,924,2024-10-13,Shipped,29339,Refunded
1712,865,2026-02-19,Returned,26261,Failed
1713,787,2025-12-05,Delivered,36975,Paid
1714,341,2024-09-09,Delivered,13499,Pending
1715,841,2024-09-25,Delivered,9003,Pending
1716,85,2025-08-19,Returned,28411,Failed
1717,404,2026-06-29,Delivered,2723,Refunded
1718,98,2025-04-10,Confirmed,25248,Failed
1719,81,2024-12-07,Shipped,36258,Paid
1720,489,2025-12-03,Confirmed,42692,Refunded
1721,671,2025-11-12,Delivered,35221,Refunded
1722,479,2024-07-21,Shipped,7361,Pending
1723,768,2025-11-06,Pending,17679,Failed
1724,20,2024-12-12,Returned,31138,Paid
1725,520,2026-06-18,Cancelled,43690,Pending
1726,2,2024-08-26,Confirmed,43611,Refunded
1727,272,2026-04-22,Shipped,28217,Failed
1728,384,2025-03-01,Confirmed,1299,Failed
1729,136,2024-08-20,Returned,17198,Paid
1730,951,2026-04-06,Cancelled,30389,Pending
1731,676,2026-04-11,Returned,7098,Paid
1732,610,2025-02-18,Pending,49131,Refunded
1733,526,2025-02-04,Returned,19928,Refunded
1734,736,2025-08-11,Returned,9156,Pending
1735,714,2025-03-25,Shipped,17219,Failed
1736,593,2025-05-24,Shipped,25270,Pending
1737,292,2026-05-09,Shipped,11509,Failed
1738,505,2025-07-29,Delivered,8054,Refunded
1739,157,2024-08-04,Cancelled,25631,Refunded
1740,683,2026-01-07,Shipped,30680,Paid
1741,385,2026-03-07,Delivered,36595,Refunded
1742,511,2024-09-02,Confirmed,4831,Refunded
1743,584,2025-05-28,Delivered,42689,Paid
1744,457,2025-11-01,Pending,16945,Failed
1745,355,2025-04-16,Cancelled,9099,Pending
1746,778,2024-10-10,Returned,30297,Refunded
1747,895,2025-05-04,Confirmed,34839,Paid
1748,634,2024-11-19,Pending,28015,Refunded
1749,628,2026-07-11,Shipped,11962,Paid
1750,583,2026-05-22,Delivered,42291,Paid
1751,411,2025-09-24,Pending,22765,Paid
1752,747,2024-11-25,Pending,3874,Failed
1753,363,2025-05-18,Shipped,17972,Paid
1754,641,2024-09-12,Cancelled,46412,Pending
1755,139,2024-09-13,Returned,8836,Refunded
1756,102,2026-03-22,Shipped,5813,Refunded
1757,538,2024-08-03,Shipped,35840,Refunded
1758,589,2026-03-19,Pending,26726,Refunded
1759,277,2025-02-24,Returned,5877,Failed
1760,604,2025-11-23,Cancelled,47828,Refunded
1761,655,2026-03-14,Shipped,30915,Pending
1762,356,2024-10-17,Delivered,15970,Paid
1763,898,2025-06-26,Pending,8645,Refunded
1764,268,2024-12-30,Returned,34080,Pending
1765,434,2025-11-16,Returned,36129,Pending
1766,241,2025-11-19,Delivered,41138,Refunded
1767,774,2025-10-26,Pending,49669,Failed
1768,479,2025-08-19,Returned,9575,Refunded
1769,736,2026-04-17,Shipped,30010,Failed
1770,249,2026-05-25,Cancelled,28477,Failed
1771,832,2026-06-01,Returned,11272,Refunded
1772,364,2025-10-08,Confirmed,11357,Paid
1773,140,2025-08-24,Returned,4894,Paid
1774,846,2025-06-16,Pending,23244,Refunded
1775,873,2025-09-14,Returned,13727,Pending
1776,195,2025-01-08,Pending,13106,Failed
1777,575,2025-10-28,Confirmed,20280,Failed
1778,803,2026-04-27,Returned,13976,Paid
1779,583,2026-02-24,Shipped,2029,Failed
1780,940,2025-01-06,Delivered,13856,Failed
1781,342,2026-06-15,Shipped,5101,Refunded
1782,750,2024-09-01,Cancelled,39292,Pending
1783,321,2026-05-02,Confirmed,37938,Refunded
1784,726,2026-02-08,Returned,26808,Paid
1785,483,2024-09-04,Delivered,22998,Paid
1786,517,2024-10-14,Pending,7217,Refunded
1787,634,2025-09-07,Returned,49314,Paid
1788,865,2025-05-14,Cancelled,34814,Failed
1789,2,2026-07-10,Confirmed,31431,Pending
1790,420,2026-01-17,Pending,32355,Pending
1791,391,2025-09-05,Cancelled,35927,Pending
1792,684,2026-04-04,Shipped,46162,Failed
1793,897,2025-09-23,Shipped,39776,Refunded
1794,109,2025-09-20,Delivered,34244,Failed
1795,523,2026-01-29,Pending,41314,Paid
1796,905,2024-10-01,Shipped,48207,Paid
1797,336,2026-05-09,Pending,13997,Failed
1798,860,2024-08-01,Delivered,4567,Pending
1799,686,2025-11-28,Returned,15075,Failed
1800,452,2025-01-26,Returned,42323,Refunded
1801,932,2025-02-26,Returned,24606,Refunded
1802,333,2025-10-28,Shipped,1638,Failed
1803,857,2024-12-13,Cancelled,2219,Pending
1804,79,2026-05-13,Delivered,33796,Paid
1805,455,2025-04-27,Delivered,35329,Refunded
1806,782,2026-02-15,Returned,9786,Failed
1807,145,2026-01-01,Cancelled,14823,Refunded
1808,755,2024-11-24,Confirmed,43162,Paid
1809,927,2026-07-07,Confirmed,30167,Pending
1810,674,2026-01-23,Pending,47956,Refunded
1811,897,2026-07-08,Shipped,15870,Refunded
1812,721,2024-10-04,Returned,6047,Paid
1813,601,2025-02-13,Delivered,47092,Paid
1814,216,2025-10-13,Delivered,2054,Failed
1815,591,2025-05-19,Confirmed,29877,Failed
1816,557,2026-06-19,Delivered,27634,Failed
1817,753,2025-10-13,Shipped,1215,Pending
1818,328,2025-08-26,Pending,15834,Paid
1819,255,2024-09-28,Cancelled,30831,Refunded
1820,693,2025-01-23,Delivered,49419,Refunded
1821,293,2025-07-25,Cancelled,2796,Refunded
1822,325,2024-10-17,Cancelled,12907,Failed
1823,330,2025-09-20,Delivered,38360,Pending
1824,94,2024-08-05,Returned,33599,Paid
1825,492,2025-03-03,Shipped,32128,Refunded
1826,465,2026-01-07,Delivered,15956,Failed
1827,799,2025-07-15,Delivered,34069,Refunded
1828,959,2026-05-17,Shipped,22004,Refunded
1829,446,2025-12-18,Pending,43706,Paid
1830,102,2024-11-28,Delivered,14252,Paid
1831,972,2025-07-25,Cancelled,8728,Failed
1832,512,2025-11-12,Cancelled,15870,Failed
1833,964,2024-09-14,Pending,1308,Pending
1834,649,2024-09-23,Delivered,13897,Failed
1835,566,2025-08-01,Confirmed,35317,Paid
1836,499,2026-02-21,Shipped,13387,Pending
1837,534,2024-10-18,Pending,6073,Paid
1838,856,2026-03-28,Cancelled,16074,Pending
1839,895,2026-05-12,Delivered,38849,Paid
1840,771,2026-05-19,Returned,14324,Refunded
1841,37,2025-03-09,Delivered,19121,Refunded
1842,179,2025-04-06,Confirmed,901,Failed
1843,639,2025-12-17,Confirmed,34574,Paid
1844,194,2025-12-03,Shipped,32060,Pending
1845,586,2026-05-08,Shipped,14071,Refunded
1846,478,2025-08-01,Pending,35185,Pending
1847,512,2025-08-02,Cancelled,15045,Failed
1848,453,2025-04-26,Cancelled,2632,Pending
1849,117,2024-10-06,Cancelled,46661,Pending
1850,265,2026-03-01,Delivered,36467,Paid
1851,523,2026-02-14,Shipped,8337,Refunded
1852,953,2024-11-13,Shipped,7534,Failed
1853,660,2026-05-06,Cancelled,20281,Refunded
1854,437,2026-02-19,Confirmed,25596,Failed
1855,24,2025-01-09,Returned,12162,Paid
1856,34,2024-11-02,Delivered,32422,Refunded
1857,990,2025-09-06,Pending,25459,Failed
1858,566,2026-01-30,Returned,39411,Failed
1859,772,2026-04-21,Confirmed,3940,Pending
1860,708,2024-07-18,Shipped,24185,Paid
1861,487,2026-02-28,Shipped,48302,Paid
1862,36,2025-07-08,Confirmed,37145,Refunded
1863,513,2025-06-25,Cancelled,22728,Failed
1864,129,2026-05-06,Returned,11521,Pending
1865,681,2025-05-22,Returned,49907,Paid
1866,880,2024-09-04,Pending,20024,Failed
1867,365,2026-04-10,Cancelled,24370,Paid
1868,823,2025-06-14,Shipped,34597,Paid
1869,207,2025-12-22,Cancelled,8998,Paid
1870,185,2025-03-31,Confirmed,36245,Paid
1871,5,2025-03-03,Returned,3426,Refunded
1872,602,2025-07-17,Cancelled,36686,Failed
1873,379,2026-04-06,Returned,49422,Paid
1874,192,2025-05-02,Delivered,39331,Pending
1875,850,2024-09-29,Delivered,3078,Refunded
1876,140,2025-12-14,Returned,33400,Refunded
1877,863,2025-01-23,Confirmed,3501,Failed
1878,699,2025-07-26,Cancelled,25766,Paid
1879,162,2024-10-12,Confirmed,46023,Paid
1880,273,2026-01-04,Confirmed,13450,Refunded
1881,376,2026-04-11,Shipped,48564,Pending
1882,176,2025-03-26,Delivered,18101,Paid
1883,998,2024-10-04,Shipped,10132,Refunded
1884,945,2025-10-01,Shipped,46972,Refunded
1885,260,2025-11-16,Cancelled,38622,Failed
1886,485,2024-10-08,Cancelled,6520,Pending
1887,927,2025-04-07,Confirmed,25923,Refunded
1888,536,2025-07-22,Pending,31493,Failed
1889,976,2025-03-15,Pending,20620,Pending
1890,589,2025-03-22,Cancelled,27317,Failed
1891,887,2026-03-05,Cancelled,12889,Paid
1892,594,2025-09-06,Shipped,15310,Refunded
1893,503,2025-11-19,Cancelled,46302,Pending
1894,301,2025-12-03,Confirmed,20874,Pending
1895,848,2026-05-31,Cancelled,38509,Failed
1896,552,2026-01-14,Pending,38741,Paid
1897,262,2025-06-02,Delivered,46888,Pending
1898,391,2024-09-22,Returned,21542,Pending
1899,917,2026-04-12,Shipped,15571,Pending
1900,299,2024-09-29,Pending,8342,Pending
1901,277,2025-05-10,Confirmed,31951,Paid
1902,632,2026-04-14,Confirmed,37589,Pending
1903,978,2026-04-07,Pending,25161,Failed
1904,498,2026-03-31,Delivered,9220,Refunded
1905,118,2025-10-16,Shipped,37962,Failed
1906,705,2026-03-29,Shipped,29468,Paid
1907,799,2025-03-07,Shipped,29114,Pending
1908,911,2025-04-24,Delivered,8521,Refunded
1909,822,2025-05-15,Delivered,21684,Refunded
1910,488,2025-10-03,Cancelled,25120,Pending
1911,933,2026-01-18,Shipped,2185,Pending
1912,884,2026-03-26,Returned,47323,Paid
1913,616,2025-12-05,Shipped,39617,Paid
1914,337,2025-08-12,Cancelled,44580,Failed
1915,828,2025-07-29,Returned,12149,Failed
1916,488,2025-07-04,Confirmed,39833,Paid
1917,431,2026-02-14,Confirmed,36513,Failed
1918,317,2026-06-09,Shipped,9557,Pending
1919,392,2026-04-15,Confirmed,3643,Pending
1920,358,2025-08-14,Delivered,21096,Paid
1921,897,2024-12-19,Pending,32619,Paid
1922,882,2025-04-13,Shipped,7355,Refunded
1923,796,2026-06-04,Returned,15304,Refunded
1924,313,2025-02-26,Pending,27583,Refunded
1925,282,2025-09-10,Cancelled,27823,Refunded
1926,105,2024-09-20,Delivered,23102,Failed
1927,163,2025-01-27,Returned,23686,Refunded
1928,684,2025-02-10,Confirmed,31520,Failed
1929,714,2025-03-07,Confirmed,28073,Pending
1930,726,2026-06-26,Confirmed,25285,Paid
1931,994,2024-08-24,Pending,33864,Refunded
1932,524,2026-06-20,Cancelled,29006,Failed
1933,737,2024-08-12,Pending,508,Pending
1934,762,2026-02-20,Confirmed,9162,Pending
1935,915,2026-03-04,Delivered,1641,Failed
1936,476,2026-06-12,Pending,4902,Pending
1937,857,2025-03-13,Cancelled,49439,Paid
1938,889,2025-02-20,Cancelled,28300,Pending
1939,919,2024-07-31,Returned,9356,Refunded
1940,370,2024-10-11,Delivered,19660,Refunded
1941,174,2025-12-19,Shipped,38365,Paid
1942,750,2025-12-09,Confirmed,2067,Failed
1943,427,2026-01-04,Cancelled,21517,Failed
1944,449,2026-02-10,Returned,36234,Pending
1945,22,2025-02-14,Confirmed,29982,Failed
1946,104,2025-11-17,Returned,11032,Paid
1947,234,2025-12-31,Confirmed,42379,Pending
1948,755,2026-07-12,Delivered,8129,Refunded
1949,659,2026-06-26,Confirmed,24004,Failed
1950,447,2024-12-07,Shipped,3003,Refunded
1951,354,2024-08-02,Returned,5798,Paid
1952,992,2025-11-16,Delivered,40485,Pending
1953,235,2025-06-24,Pending,45061,Pending
1954,607,2026-03-15,Cancelled,46400,Refunded
1955,714,2025-01-26,Confirmed,46683,Failed
1956,44,2026-04-02,Confirmed,48698,Pending
1957,806,2025-08-29,Returned,4570,Refunded
1958,380,2025-09-19,Shipped,7385,Failed
1959,497,2025-07-20,Returned,38221,Refunded
1960,868,2025-12-09,Delivered,30539,Paid
1961,881,2024-11-01,Shipped,5423,Failed
1962,358,2025-03-07,Delivered,30490,Pending
1963,176,2025-05-08,Shipped,44403,Pending
1964,804,2024-09-01,Returned,26740,Refunded
1965,762,2026-05-08,Delivered,48853,Failed
1966,154,2025-09-22,Delivered,4411,Failed
1967,519,2024-10-24,Shipped,8524,Refunded
1968,32,2025-12-19,Returned,26097,Refunded
1969,675,2026-03-17,Pending,15902,Refunded
1970,856,2025-11-25,Cancelled,6768,Paid
1971,95,2024-08-10,Delivered,4931,Pending
1972,668,2025-07-15,Shipped,31068,Pending
1973,137,2025-09-01,Cancelled,5784,Paid
1974,430,2026-07-14,Shipped,38445,Pending
1975,234,2025-08-03,Returned,38770,Failed
1976,867,2025-07-31,Shipped,1858,Pending
1977,391,2026-03-30,Shipped,18800,Paid
1978,307,2025-02-11,Returned,8200,Pending
1979,217,2025-05-20,Returned,33529,Pending
1980,499,2026-05-09,Returned,6391,Failed
1981,549,2024-11-19,Cancelled,24458,Paid
1982,350,2024-11-21,Delivered,3274,Failed
1983,9,2025-08-04,Cancelled,40326,Failed
1984,359,2024-11-03,Confirmed,19204,Paid
1985,809,2024-08-03,Delivered,2581,Refunded
1986,256,2025-04-17,Pending,47895,Paid
1987,233,2024-07-17,Cancelled,45692,Pending
1988,409,2025-12-02,Delivered,44607,Failed
1989,776,2024-09-09,Confirmed,13436,Failed
1990,676,2026-01-16,Delivered,16882,Failed
1991,899,2025-10-20,Confirmed,43760,Paid
1992,254,2025-09-18,Shipped,7874,Paid
1993,936,2026-06-07,Delivered,33079,Paid
1994,237,2026-03-28,Confirmed,30547,Refunded
1995,402,2025-08-24,Returned,39774,Pending
1996,825,2025-04-11,Returned,45578,Refunded
1997,436,2026-01-31,Pending,19089,Refunded
1998,319,2024-09-02,Delivered,28989,Failed
1999,151,2024-12-27,Confirmed,35560,Paid
2000,653,2024-08-02,Shipped,43909,Failed
2001,896,2024-10-07,Confirmed,4047,Refunded
2002,651,2026-07-01,Shipped,47064,Pending
2003,780,2025-07-04,Cancelled,1811,Refunded
2004,870,2025-03-10,Shipped,46393,Refunded
2005,38,2026-06-17,Confirmed,37193,Refunded
2006,359,2025-02-15,Cancelled,39726,Refunded
2007,135,2024-07-22,Delivered,6258,Refunded
2008,501,2024-12-18,Shipped,49266,Pending
2009,316,2025-08-21,Confirmed,21296,Pending
2010,459,2024-12-07,Confirmed,3268,Refunded
2011,545,2024-08-21,Cancelled,46110,Paid
2012,869,2025-12-27,Delivered,11262,Pending
2013,811,2026-06-12,Returned,42279,Paid
2014,351,2025-10-04,Pending,45868,Paid
2015,766,2025-01-07,Pending,7228,Pending
2016,771,2026-06-27,Returned,26454,Failed
2017,921,2024-09-11,Shipped,14326,Pending
2018,105,2025-04-06,Confirmed,18822,Pending
2019,621,2026-05-05,Cancelled,10894,Paid
2020,438,2024-07-23,Cancelled,858,Failed
2021,495,2026-03-20,Shipped,34974,Paid
2022,143,2026-07-06,Cancelled,49594,Pending
2023,773,2025-05-01,Shipped,36740,Paid
2024,850,2024-09-29,Returned,37237,Refunded
2025,213,2025-12-01,Pending,27952,Paid
2026,297,2025-10-26,Delivered,9448,Refunded
2027,957,2025-10-12,Shipped,11378,Pending
2028,437,2025-04-22,Cancelled,34292,Pending
2029,669,2024-10-08,Confirmed,39276,Paid
2030,6,2024-12-31,Returned,11098,Pending
2031,570,2025-09-16,Delivered,12227,Pending
2032,395,2025-04-13,Delivered,33457,Failed
2033,879,2024-07-30,Pending,11123,Failed
2034,672,2026-06-16,Shipped,10808,Paid
2035,494,2025-05-24,Cancelled,39337,Paid
2036,585,2025-11-05,Pending,20568,Paid
2037,521,2025-10-03,Delivered,819,Pending
2038,595,2026-01-29,Returned,5757,Refunded
2039,59,2025-12-09,Confirmed,18206,Failed
2040,93,2025-04-08,Pending,17878,Failed
2041,140,2025-07-26,Delivered,18502,Failed
2042,560,2025-09-04,Shipped,41436,Refunded
2043,712,2024-09-15,Shipped,20132,Failed
2044,293,2025-03-11,Pending,18520,Refunded
2045,859,2025-08-27,Pending,12488,Refunded
2046,187,2025-09-09,Shipped,34143,Failed
2047,183,2024-08-21,Returned,38859,Failed
2048,877,2026-01-07,Cancelled,15612,Refunded
2049,375,2025-03-28,Cancelled,42135,Failed
2050,975,2026-06-04,Cancelled,33442,Refunded
2051,325,2025-04-12,Shipped,40361,Pending
2052,695,2025-06-23,Cancelled,39597,Pending
2053,796,2025-10-27,Delivered,19494,Failed
2054,419,2025-05-13,Delivered,38197,Failed
2055,806,2024-08-30,Cancelled,17118,Paid
2056,542,2025-05-15,Shipped,7849,Paid
2057,908,2025-08-03,Cancelled,29574,Refunded
2058,30,2024-08-13,Confirmed,16946,Failed
2059,11,2025-10-15,Returned,23665,Pending
2060,658,2024-08-16,Pending,34285,Pending
2061,697,2024-11-19,Pending,37492,Paid
2062,54,2024-11-20,Pending,41787,Failed
2063,527,2025-02-26,Delivered,37478,Pending
2064,703,2026-01-07,Pending,11699,Paid
2065,241,2025-12-14,Pending,4723,Paid
2066,459,2024-09-29,Confirmed,4046,Pending
2067,299,2024-07-18,Cancelled,14640,Refunded
2068,655,2026-02-05,Returned,44781,Refunded
2069,672,2025-05-26,Confirmed,13136,Refunded
2070,97,2024-12-21,Shipped,39415,Paid
2071,738,2024-12-28,Delivered,31328,Refunded
2072,118,2026-06-06,Pending,43292,Pending
2073,503,2024-09-13,Returned,38510,Paid
2074,798,2024-12-06,Confirmed,13463,Refunded
2075,227,2025-04-30,Pending,35800,Paid
2076,996,2024-08-12,Cancelled,43169,Pending
2077,957,2024-09-14,Cancelled,3452,Refunded
2078,569,2024-08-31,Returned,48769,Pending
2079,785,2024-12-31,Delivered,2115,Refunded
2080,199,2025-10-03,Cancelled,20102,Pending
2081,479,2025-05-09,Delivered,33389,Paid
2082,607,2025-09-24,Pending,40111,Failed
2083,300,2025-07-14,Delivered,36490,Failed
2084,982,2025-05-30,Confirmed,25402,Refunded
2085,295,2025-08-27,Delivered,14832,Failed
2086,470,2026-07-14,Returned,1818,Refunded
2087,55,2024-10-18,Delivered,14171,Refunded
2088,562,2025-07-01,Pending,25866,Failed
2089,303,2025-01-04,Delivered,45519,Refunded
2090,557,2024-07-25,Pending,16877,Refunded
2091,773,2025-05-28,Confirmed,35357,Failed
2092,96,2025-06-16,Confirmed,11816,Paid
2093,190,2025-12-22,Cancelled,19158,Failed
2094,549,2026-06-15,Confirmed,18087,Failed
2095,384,2025-01-20,Returned,32969,Refunded
2096,249,2025-01-31,Returned,49804,Refunded
2097,349,2025-12-02,Pending,11019,Paid
2098,557,2025-09-01,Pending,11966,Refunded
2099,348,2025-01-12,Cancelled,9025,Failed
2100,859,2025-05-29,Returned,14952,Pending
2101,898,2026-03-13,Returned,27910,Refunded
2102,656,2025-06-16,Confirmed,32153,Pending
2103,191,2025-09-06,Shipped,44801,Refunded
2104,502,2026-01-04,Confirmed,39234,Failed
2105,384,2026-05-21,Returned,44848,Pending
2106,621,2025-02-22,Returned,20996,Paid
2107,673,2026-03-12,Shipped,42517,Failed
2108,818,2024-12-27,Confirmed,16072,Pending
2109,586,2024-10-09,Pending,47073,Paid
2110,284,2024-10-02,Shipped,15792,Failed
2111,278,2026-05-03,Pending,21015,Paid
2112,917,2024-10-29,Confirmed,22833,Paid
2113,633,2025-12-24,Shipped,6903,Paid
2114,793,2025-10-04,Pending,5622,Paid
2115,857,2026-02-07,Cancelled,27321,Failed
2116,544,2025-01-09,Cancelled,35746,Refunded
2117,568,2025-02-11,Returned,27234,Refunded
2118,96,2025-09-17,Cancelled,26850,Paid
2119,942,2025-05-12,Confirmed,28055,Paid
2120,589,2025-04-17,Returned,49280,Paid
2121,306,2026-01-03,Cancelled,16333,Paid
2122,876,2024-11-28,Confirmed,37689,Pending
2123,102,2024-11-09,Delivered,11910,Failed
2124,995,2026-06-03,Delivered,27170,Refunded
2125,44,2026-07-12,Delivered,17265,Refunded
2126,705,2025-04-07,Confirmed,4073,Failed
2127,831,2026-02-19,Delivered,11292,Refunded
2128,232,2024-08-30,Shipped,25981,Paid
2129,112,2024-08-02,Delivered,40676,Refunded
2130,314,2024-09-28,Cancelled,31487,Pending
2131,763,2025-06-24,Shipped,15163,Failed
2132,916,2025-11-15,Cancelled,6996,Paid
2133,2,2025-10-22,Returned,16835,Paid
2134,709,2025-06-11,Cancelled,21267,Failed
2135,531,2025-11-22,Cancelled,35097,Paid
2136,319,2025-09-09,Returned,42087,Failed
2137,141,2025-12-02,Pending,6172,Paid
2138,306,2024-11-09,Delivered,19035,Refunded
2139,737,2026-01-10,Delivered,14742,Failed
2140,702,2026-04-26,Confirmed,16112,Paid
2141,658,2025-04-29,Pending,10706,Refunded
2142,252,2026-06-14,Shipped,22894,Failed
2143,223,2026-04-04,Confirmed,20788,Pending
2144,797,2024-10-03,Delivered,29901,Pending
2145,888,2024-10-04,Shipped,33480,Refunded
2146,71,2024-08-21,Delivered,43536,Refunded
2147,941,2025-12-02,Shipped,41796,Pending
2148,754,2025-02-19,Confirmed,8645,Paid
2149,372,2024-11-30,Cancelled,13393,Refunded
2150,863,2025-06-04,Delivered,13282,Pending
2151,798,2024-12-23,Pending,26563,Pending
2152,960,2025-02-24,Shipped,41707,Refunded
2153,321,2026-04-22,Confirmed,6615,Paid
2154,335,2025-08-30,Cancelled,17426,Failed
2155,825,2025-09-02,Pending,43058,Refunded
2156,811,2025-05-11,Confirmed,23993,Failed
2157,701,2026-04-18,Confirmed,8863,Failed
2158,873,2025-08-18,Pending,39822,Paid
2159,270,2026-03-28,Delivered,30630,Failed
2160,410,2025-09-30,Shipped,14174,Pending
2161,919,2025-02-14,Delivered,14032,Pending
2162,970,2026-04-18,Shipped,35871,Failed
2163,380,2025-10-30,Returned,37197,Refunded
2164,750,2026-02-19,Confirmed,32460,Pending
2165,545,2025-12-11,Pending,10561,Pending
2166,277,2024-10-25,Pending,9248,Pending
2167,576,2024-10-07,Cancelled,16311,Failed
2168,981,2025-09-19,Cancelled,24271,Failed
2169,908,2025-10-03,Returned,45897,Failed
2170,176,2026-06-04,Confirmed,16397,Pending
2171,253,2024-08-09,Shipped,47749,Paid
2172,895,2025-02-13,Pending,12085,Pending
2173,811,2024-12-25,Returned,28454,Failed
2174,508,2026-06-09,Returned,27379,Failed
2175,508,2026-01-07,Confirmed,29873,Failed
2176,322,2025-04-15,Cancelled,22543,Paid
2177,956,2024-08-13,Delivered,27224,Paid
2178,232,2024-12-19,Pending,15392,Pending
2179,31,2025-08-15,Pending,8379,Failed
2180,174,2024-12-26,Confirmed,24126,Pending
2181,901,2024-10-30,Pending,32177,Pending
2182,372,2024-12-05,Confirmed,15346,Pending
2183,397,2024-09-03,Returned,16458,Failed
2184,259,2024-08-25,Shipped,45999,Paid
2185,779,2025-12-18,Cancelled,10975,Refunded
2186,120,2025-01-09,Confirmed,26206,Failed
2187,891,2025-01-17,Pending,44842,Failed
2188,239,2025-03-29,Delivered,43719,Failed
2189,622,2026-05-01,Returned,31909,Failed
2190,681,2025-03-09,Pending,20042,Pending
2191,801,2025-12-21,Returned,6932,Failed
2192,752,2025-03-31,Shipped,19708,Failed
2193,641,2025-07-07,Shipped,16377,Refunded
2194,744,2025-06-22,Pending,4815,Paid
2195,147,2024-12-30,Cancelled,27721,Paid
2196,720,2026-03-27,Returned,11070,Paid
2197,421,2026-01-24,Confirmed,43123,Paid
2198,645,2025-12-17,Delivered,8528,Refunded
2199,442,2026-03-15,Shipped,38932,Paid
2200,508,2024-11-25,Returned,49002,Pending
2201,981,2025-05-21,Pending,26233,Pending
2202,221,2026-06-24,Delivered,30698,Refunded
2203,17,2025-06-24,Confirmed,9266,Refunded
2204,807,2024-11-21,Shipped,32082,Pending
2205,311,2024-08-14,Shipped,15316,Pending
2206,413,2024-08-01,Cancelled,13950,Failed
2207,58,2025-09-29,Confirmed,33192,Paid
2208,975,2026-03-04,Returned,14677,Failed
2209,13,2025-06-15,Delivered,37700,Failed
2210,932,2024-08-26,Pending,15109,Pending
2211,734,2025-09-08,Confirmed,39860,Paid
2212,316,2024-09-11,Cancelled,31452,Refunded
2213,86,2026-04-21,Pending,30683,Pending
